Certification Edition,CHPL ID,Listing Database ID,ONC-ACB Certification ID,Certification Date,Inactive As Of Date,Decertified As Of Date,Certification Status,ACB Name,Previous ACB Name,Developer Name,Developer Database ID,Vendor Street Address,Vendor City,Vendor State,Vendor Zip Code,Vendor Website,Self-developer,Vendor Contact Name,Vendor Contact Email,Vendor Contact Phone,Product Name,Product Database ID,Version,Version Database ID,Real World Testing Plans URL,Real World Testing Results URL,Total Surveillance Activities,Total Surveillance Non-conformities,Open Surveillance Non-conformities,Total Direct Review Activities,Total Direct Review Non-conformities,Open Direct Review Non-conformities,Medications,CPOE - Laboratory,CPOE - Diagnostic Imaging,Drug-Allergy Interaction,Demographics,Clinical Decision Support,Clinical Information Reconciliation and Incorporation,View Download and Transmit to 3rd Party,Transmission to Immunization Registries,Standardized API for Patient and Population Services
2015,15.04.04.2002.EMAM.20.09.0.200825,10444,15.04.04.2002.EMAM.20.09.0.200825,8/25/2020,9/1/2021,,Withdrawn by Developer,Drummond Group,,Modernizing Medicine,1003,4850 Network Way Suite 200,Boca Raton,FL,33431,http://www.modmed.com,No,Ida Mantashi,Ida.mantashi@modmed.com,561-880-2988 x1524,EMA Mobile,1698,5.2,8165,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2900.EyeM.18.06.0.200807,10453,15.04.04.2900.EyeM.18.06.0.200807,8/7/2020,9/9/2021,,Withdrawn by Developer,Drummond Group,,"Eyefinity, Inc.",1901,3333 Quality Drive,Rancho Cordova,CA,95670,http://www.eyefinity.com,No,Rob Winchell,rob.winchell@eyefinity.com,916-858-5746,Eyefinity EHR Mobile powered by EMA,3551,5.18,8173,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2900.Eyef.18.06.0.200807,10454,15.04.04.2900.Eyef.18.06.0.200807,8/7/2020,11/19/2021,,Withdrawn by Developer,Drummond Group,,"Eyefinity, Inc.",1901,3333 Quality Drive,Rancho Cordova,CA,95670,http://www.eyefinity.com,No,Rob Winchell,rob.winchell@eyefinity.com,916-858-5746,Eyefinity EHR powered by EMA,3552,5.18,8174,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.1447.Epic.AM.15.1.200826,10433,15.04.04.1447.Epic.AM.15.1.200826,8/26/2020,2/4/2022,,Withdrawn by Developer,Drummond Group,,Epic Systems Corporation,448,1979 Milky Way,Verona,WI,53593,http://www.epic.com,No,Sasha TerMaat,info@epic.com,608-271-9000,EpicCare Ambulatory Base,2980,Aug-20,8155,https://www.epic.com/content/RWTEpicCare.pdf,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.2900.EyeM.19.07.0.200807,10455,15.04.04.2900.EyeM.19.07.0.200807,8/7/2020,9/9/2021,,Withdrawn by Developer,Drummond Group,,"Eyefinity, Inc.",1901,3333 Quality Drive,Rancho Cordova,CA,95670,http://www.eyefinity.com,No,Rob Winchell,rob.winchell@eyefinity.com,916-858-5746,Eyefinity EHR Mobile powered by EMA,3551,5.19,8175,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015 Cures Update,15.07.07.2154.EZ01.01.00.1.200611,10410,200003R00,6/11/2020,,2/10/2023,Withdrawn by ONC-ACB,ICSA Labs,,Perk Medical Systems LLC (PCB Apps LLC),1155,"265 Davidson Avenue, Suite 215",Somerset,NJ,8873,https://www.pcbapps.com/,No,Ashok Chinthala,achinthala@pcbapps.com,(732) 302-0100,ezPractice,1915,15.1,8133,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
2015,15.04.04.2051.Ntec.15.07.1.200610,10409,15.04.04.2051.Ntec.15.07.1.200610,6/10/2020,12/31/2022,,Withdrawn by Developer,Drummond Group,,Nextech,1052,"4221 W Boy Scout Blvd, Suite 350",Tampa,FL,33607,http://www.nextech.com,No,Alex Borenstein,a.borenstein@nextech.com,813.937.1359,Nextech Select and NexCloud,3538,15,8132,https://www.nextech.com/compliance/onc-health-it/nextech,,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2051.Next.15.06.1.200610,10408,15.04.04.2051.Next.15.06.1.200610,6/10/2020,12/31/2022,,Withdrawn by Developer,Drummond Group,,Nextech,1052,"4221 W Boy Scout Blvd, Suite 350",Tampa,FL,33607,http://www.nextech.com,No,Alex Borenstein,a.borenstein@nextech.com,813.937.1359,Nextech Select and NexCloud with NewCropRx,3358,15,8131,https://www.nextech.com/compliance/onc-health-it/nextech,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2610.BEST.02.00.1.200604,10406,15.04.04.2610.BEST.02.00.1.200604,6/4/2020,12/31/2022,,Withdrawn by Developer,Drummond Group,,"ezCaretech Co., Ltd.",1611,"4FL Kwanghee Bldg, 307, Toegye-ro, Jung-gu",Seoul,Seoul,4560,http://www.ezcaretech.com/,No,Eunsol Lee,eunsol@ezcaretech.com,82 10 2885 4365,BESTCare,3143,2.0G,1237,https://ezcaretech.com/english/onc/onc.html,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2931.MEDI.ED.02.1.200828,10449,15.04.04.2931.MEDI.ED.02.1.200828,8/28/2020,12/31/2022,,Withdrawn by Developer,Drummond Group,,"Medical Information Technology, Inc. (MEDITECH)",1932,7 Blue Hill River Road,Canton,MA,2021,https://www.meditech.com,No,John Kefalas,jkefalas@meditech.com,781-821-3000,MEDITECH Expanse 2.2 Emergency Department Management,3549,v2.2,8169,https://home.meditech.com/en/d/regulatoryresources/pages/certification.htm,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.07.07.1859.MA05.01.00.1.200609,10407,200002R00,6/9/2020,12/31/2021,,Withdrawn by Developer,ICSA Labs,,"MacPractice, Inc.",860,"233 N. 8th St
Suite 300",Lincoln,NE,68508,https://www.macpractice.com/,No,Bob Davis,bob@macpractice.com,(402) 420-0571,MacPractice MD,1343,Gen 11,8130,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.2496.ARIA.16.03.1.200623,10413,15.04.04.2496.ARIA.16.03.1.200623,6/23/2020,12/31/2022,,Withdrawn by Developer,Drummond Group,,Varian Medical Systems,1497,3100 Hansen Way,Palo Alto,CA,94304,https://www.varian.com/oncology/products/software,No,Jeremy Cohen,jeremy.cohen@varian.com,650-424-6248,ARIA Oncology Information System (for Radiation Oncology),3133,16,8135,https://p.widencdn.net/fx3vlo/ARIA_OIS_ONC_Certification,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2900.Eyef.19.07.0.200807,10456,15.04.04.2900.Eyef.19.07.0.200807,8/7/2020,11/19/2021,,Withdrawn by Developer,Drummond Group,,"Eyefinity, Inc.",1901,3333 Quality Drive,Rancho Cordova,CA,95670,http://www.eyefinity.com,No,Rob Winchell,rob.winchell@eyefinity.com,916-858-5746,Eyefinity EHR powered by EMA,3552,5.19,8176,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2928.Quan.20.03.1.200623,10415,15.04.04.2928.Quan.20.03.1.200623,6/23/2020,12/31/2022,,Withdrawn by Developer,Drummond Group,,Quest Diagnostics Incorporated,1929,4690 Parkway Drive,Mason,Ohio,45040,http://questdiagnostics.com,No,Joel Williams,joel.x.williams@questdiagnostics.com,513-204-2646,Quanum EHR,2787,2020,8137,https://portal.care360.com/help/care360-web/eLearning/page20820.html,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2788.MEDH.CL.06.1.200914,10458,15.04.04.2788.MEDH.CL.06.1.200914,9/14/2020,8/3/2021,,Withdrawn by Developer,Drummond Group,,MEDHOST,1789,"6550 Carothers Pkwy, Suite 160",Franklin,TN,37067,http://www.medhost.com,Yes,Shawn Wiese,Shawn.Wiese@medhost.com,615.761.2570,MEDHOST Enterprise - Clinicals,2763,2021 R1,8178,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.1447.Epic.IN.16.1.200826,10434,15.04.04.1447.Epic.IN.16.1.200826,8/26/2020,2/4/2022,,Withdrawn by Developer,Drummond Group,,Epic Systems Corporation,448,1979 Milky Way,Verona,WI,53593,http://www.epic.com,No,Sasha TerMaat,info@epic.com,608-271-9000,EpicCare Inpatient Base,2917,Aug-20,8156,https://www.epic.com/content/RWTEpicCare.pdf,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.02.05.1673.A116.01.02.1.200921,10452,15.02.02.1673.A116.01.02.1.200921,9/21/2020,3/2/2022,,Withdrawn by Developer,SLI Compliance,,Indian Health Service,674,5600 Fishers Lane Mailstop 07E51,Rockville,MD,20857,https://www.ihs.gov/promotinginteroperability/certificationoverview/,Yes,Glenn Janzen,glenn.janzen@ihs.gov,301-526-9656,Resource and Patient Management System Electronic Health Record,1033,RPMS Suite (BCER) v4.0,8172,https://www.ihs.gov/promotinginteroperability/certificationoverview/real-world-testing/,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.1368.Docu.06.01.1.200527,10473,15.04.04.2833.Docu.06.01.1.200527,5/27/2020,5/10/2021,,Withdrawn by Developer,Drummond Group,,Experity,369,8777 Velocity Dr,Machesney Park,IL,61115,https://www.experityhealth.com,No,Kimberly Commito,Kim.Commito@experityhealth.com,(708) 646-1236,DocuTAP,3559,6.3,8193,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.1368.Velo.20.01.1.200922,10474,15.04.04.2833.Velo.20.01.1.200922,9/22/2020,7/30/2021,,Withdrawn by Developer,Drummond Group,,Experity,369,8777 Velocity Dr,Machesney Park,IL,61115,https://www.experityhealth.com,No,Kimberly Commito,Kim.Commito@experityhealth.com,(708) 646-1236,VelociDoc,3462,20.4,8194,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.3031.gCar.72.08.0.201208,10501,15.04.04.3031.gCar.72.08.0.201208,12/8/2020,10/15/2021,,Withdrawn by Developer,Drummond Group,,"Modernizing Medicine Gastroenterology, LLC",2032,4850 Network Way Suite 200,"Boca Raton,",FL,33431,http://www.modmed.com,No,Ida Mantashi,ida.mantashi@modmed.com,(561) 880 2998 x1524,gCardio,3002,Version 4.72,8219,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.3031.gGas.GC.08.0.201208,10503,15.04.04.3031.gGas.GC.08.0.201208,12/8/2020,10/15/2021,,Withdrawn by Developer,Drummond Group,,"Modernizing Medicine Gastroenterology, LLC",2032,4850 Network Way Suite 200,"Boca Raton,",FL,33431,http://www.modmed.com,No,Ida Mantashi,ida.mantashi@modmed.com,(561) 880 2998 x1524,gGastro Cloud,3023,Version 4.72,8221,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.3031.gMed.CO.08.0.201208,10504,15.04.04.3031.gMed.CO.08.0.201208,12/8/2020,10/15/2021,,Withdrawn by Developer,Drummond Group,,"Modernizing Medicine Gastroenterology, LLC",2032,4850 Network Way Suite 200,"Boca Raton,",FL,33431,http://www.modmed.com,No,Ida Mantashi,ida.mantashi@modmed.com,(561) 880 2998 x1524,gMed Connect,3021,Version 4.72,8222,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.3031.gUro.UR.08.0.201208,10505,15.04.04.3031.gUro.UR.08.0.201208,12/8/2020,10/15/2021,,Withdrawn by Developer,Drummond Group,,"Modernizing Medicine Gastroenterology, LLC",2032,4850 Network Way Suite 200,"Boca Raton,",FL,33431,http://www.modmed.com,No,Ida Mantashi,ida.mantashi@modmed.com,(561) 880 2998 x1524,gUro,3022,Version 4.72,8223,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2931.2931.02.02.1.200828,10447,15.04.04.2931.2931.02.02.1.200828,8/28/2020,12/31/2022,,Withdrawn by Developer,Drummond Group,,"Medical Information Technology, Inc. (MEDITECH)",1932,7 Blue Hill River Road,Canton,MA,2021,https://www.meditech.com,No,John Kefalas,jkefalas@meditech.com,781-821-3000,MEDITECH Expanse 2.2 Ambulatory,3547,v2.2,8167,https://home.meditech.com/en/d/regulatoryresources/pages/certification.htm,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2964.Inte.20.01.1.200828,10440,15.04.04.2964.Inte.20.01.1.200828,8/28/2020,12/2/2022,,Withdrawn by Developer,Drummond Group,,"Integra Connect Newco, LLC",1965,"501 South Flagler Drive, Suite 600",West Palm Beach,FL,33401,https://www.integraconnect.com,No,Marie Finnegan,Marie.Finnegan@integraconnect.com,(800) 742-3069,IntegraCloud EHR,3006,20.4,8161,https://www.integraconnect.com/certifications/,,1,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.07.07.1859.MA06.01.01.1.201117,10480,200002R00,11/17/2020,12/31/2021,,Withdrawn by Developer,ICSA Labs,,"MacPractice, Inc.",860,"233 N. 8th St
Suite 300",Lincoln,NE,68508,https://www.macpractice.com/,No,Bob Davis,bob@macpractice.com,(402) 420-0571,MacPractice 2020,3561,Gen 11,8199,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.2799.abcE.01.00.1.200928,10463,15.04.04.2799.abcE.01.00.1.200928,9/28/2020,12/31/2022,,Withdrawn by Developer,Drummond Group,,"MediRec, Inc.",1800,"Metro Office Park 7 Street #1, Suite 204",Guaynabo,PR,968,https://www.medirec.us,No,Julio Cajigas,support@medirecpr.com,888 400 0215 / 888 615 3554,abcEHR V,3553,1,8183,https://www.medirec.us/RWT,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.07.07.1859.MA08.01.01.1.201117,10481,200002R00,11/17/2020,12/31/2021,,Withdrawn by Developer,ICSA Labs,,"MacPractice, Inc.",860,"233 N. 8th St
Suite 300",Lincoln,NE,68508,https://www.macpractice.com/,No,Bob Davis,bob@macpractice.com,(402) 420-0571,MacPractice DDS,3276,Gen 11,8200,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.07.07.1859.MA07.01.01.1.201117,10482,200002R00,11/17/2020,12/31/2021,,Withdrawn by Developer,ICSA Labs,,"MacPractice, Inc.",860,"233 N. 8th St
Suite 300",Lincoln,NE,68508,https://www.macpractice.com/,No,Bob Davis,bob@macpractice.com,(402) 420-0571,MacPractice DC,1339,Gen 11,8201,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.07.07.1179.PU02.01.01.1.201124,10484,200005R00,11/24/2020,11/11/2022,,Withdrawn by Developer,ICSA Labs,,"CHSPSC, LLC",180,4000 Meridian Blvd.,Franklin,TN,37067,https://www.chs.net,Yes,Kari Snyder,Kari_Snyder@chs.net,740-525-1488,PULSE,276,15.2,951,https://chs.net/downloads/CY-2022-REAL-WORLD-TESTING-PLAN-FOR-COMMUNITY-HEALTH-SYSTEMS.pdf,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.2902.Cent.19.03.1.201105,10483,15.04.04.2902.Cent.19.03.1.201105,11/5/2020,9/8/2022,,Withdrawn by Developer,Drummond Group,,Virence Health Technologies,1903,"925 Fourth Avenue, Suite 600",Seattle,WA,98104,http://www.athenahealth.com,No,Geoff Lay,glay@athenahealth.com,971-282-5818,athenaFlow,775,19,8202,https://www.athenahealth.com/terms-and-conditions,,1,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.1368.Docu.06.02.1.210107,10535,15.04.04.1368.Docu.06.02.1.210107,1/7/2021,8/30/2021,,Withdrawn by Developer,Drummond Group,,Experity,369,8777 Velocity Dr,Machesney Park,IL,61115,https://www.experityhealth.com,No,Kimberly Commito,Kim.Commito@experityhealth.com,(708) 646-1236,DocuTAP,582,6.5,8243,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.2891.Alls.17.01.1.201221,10537,15.04.04.2891.Alls.17.01.1.201221,12/21/2020,12/31/2021,,Withdrawn by Developer,Drummond Group,,Veradigm,1892,222 Merchandise Mart Plaza Suite 2024,Chicago,IL,60654,https://www.veradigm.com/,No,Kelly Faas,kelly.faas@veradigm.com,336-209-5865,Allscripts Professional EHR,2981,17.1,8245,https://www.allscripts.com/legal/onc-reg-compliance/,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.3083.Chir.01.00.1.201224,10510,15.04.04.3083.Chir.01.00.1.201224,12/24/2020,9/12/2022,,Withdrawn by Developer,Drummond Group,,Iora Health,2084,101 Tremont Street,Boston,MA,2108,https://www.iorahealth.com,Yes,John Norman,john@iorahealth.com,617-580-0857,Chirp,3565,1,8228,https://github.com/IoraHealth/documentation-rwt,,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2891.Alls.PR.02.1.201221,10538,15.04.04.2891.Alls.PR.02.1.201221,12/21/2020,12/31/2021,,Withdrawn by Developer,Drummond Group,,Veradigm,1892,222 Merchandise Mart Plaza Suite 2024,Chicago,IL,60654,https://www.veradigm.com/,No,Kelly Faas,kelly.faas@veradigm.com,336-209-5865,Allscripts Professional EHR,2981,17.3,8246,https://www.allscripts.com/legal/onc-reg-compliance/,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.2753.Micr.18.05.0.201229,10513,15.04.04.2753.Micr.18.05.0.201229,12/29/2020,12/31/2022,,Withdrawn by Developer,Drummond Group,,Henry Schein Medical Systems,1754,"6715 Tippecanoe Road, Building C, Suite 4 C",Canfield,OH,44406,https://www.micromd.com/certified/,No,Dylan Halladay,Dylan.halladay@henryschein.com,330.758.8832,MicroMD EMR,3350,Version 18.0,8231,https://www.micromd.com/micromd-emr-certified/,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.3123.Sunr.16.04.1.201202,10523,15.04.04.3123.Sunr.16.04.1.201202,12/2/2020,12/31/2022,,Withdrawn by Developer,Drummond Group,,Altera Digital Health Inc.,2124,"2429 Military Rd, Ste 300",Niagara Falls,NY,14304,https://www.alterahealth.com/,No,Wes Hassell,wes.hassell@alterahealth.com,919-329-1738,Sunrise Acute Care for Hospital-based Providers,2778,16.3 CU3,6962,https://www.alterahealth.com/legal/onc-reg-compliance/,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.3123.Sunr.AH.05.1.201202,10526,15.04.04.3123.Sunr.AH.05.1.201202,12/2/2020,12/31/2022,,Withdrawn by Developer,Drummond Group,,Altera Digital Health Inc.,2124,"2429 Military Rd, Ste 300",Niagara Falls,NY,14304,https://www.alterahealth.com/,No,Wes Hassell,wes.hassell@alterahealth.com,919-329-1738,Sunrise Acute Care for Hospital-based Providers,2778,18.4,7680,https://www.alterahealth.com/legal/onc-reg-compliance/,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.2902.Cent.20.03.1.200907,10467,15.04.04.2902.Cent.20.03.1.200907,9/7/2020,12/31/2022,,Withdrawn by Developer,Drummond Group,,Virence Health Technologies,1903,"925 Fourth Avenue, Suite 600",Seattle,WA,98104,http://www.athenahealth.com,No,Geoff Lay,glay@athenahealth.com,971-282-5818,athenaPractice,792,20,8187,https://www.athenahealth.com/terms-and-conditions,,1,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.2678.Amri.AH.01.1.201229,10511,15.04.04.2678.Amri.AH.01.1.201229,12/29/2020,12/31/2022,,Withdrawn by Developer,Drummond Group,,"Amrita Ventures, LLC",1679,10200 Crow Canyon Road,Castro Valley,CA,94552,http://www.amritamedical.com,No,Jayaram Kutty,j.kutty@amritamedical.com,408-858-3680,Amrita Hospital Information System,3129,AHIS 7.2,8229,https://amritamedical.com/testing/,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.2988.Heal.PC.04.1.210112,10531,15.04.04.2988.Heal.PC.04.1.210112,1/12/2021,12/31/2022,,Withdrawn by Developer,Drummond Group,,InterSystems Corp.,1989,1 Memorial Drive,Cambridge,MA,2142,https://www.intersystems.com/HealthShare,No,Worldwide Response Center,support@intersystems.com,617-621-0700,HealthShare Personal Community,2757,2020.1,8239,https://www.intersystems.com/products/healthcare-standards-certifications/#meaningful-use,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.3123.Touc.20.06.1.201216,10500,15.04.04.2891.Touc.20.06.1.201216,12/16/2020,12/31/2022,,Withdrawn by Developer,Drummond Group,,Altera Digital Health Inc.,2124,"2429 Military Rd, Ste 300",Niagara Falls,NY,14304,https://www.alterahealth.com/,No,Wes Hassell,wes.hassell@alterahealth.com,919-329-1738,TouchWorks EHR,2956,20.1,8218,https://www.alterahealth.com/legal/onc-reg-compliance/,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.3031.gGas.GA.08.0.201208,10502,15.04.04.3031.gGas.GA.08.0.201208,12/8/2020,12/31/2022,,Withdrawn by Developer,Drummond Group,,"Modernizing Medicine Gastroenterology, LLC",2032,4850 Network Way Suite 200,"Boca Raton,",FL,33431,http://www.modmed.com,No,Ida Mantashi,ida.mantashi@modmed.com,(561) 880 2998 x1524,gGastro,3020,Version 4.72,8220,https://www.modmed.com/docs/certifications-3/,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.3123.Sunr.17.04.1.201202,10525,15.04.04.3123.Sunr.17.04.1.201202,12/2/2020,12/31/2022,,Withdrawn by Developer,Drummond Group,,Altera Digital Health Inc.,2124,"2429 Military Rd, Ste 300",Niagara Falls,NY,14304,https://www.alterahealth.com/,No,Wes Hassell,wes.hassell@alterahealth.com,919-329-1738,Sunrise Acute Care for Hospital-based Providers,2778,17.3,6963,https://www.alterahealth.com/legal/onc-reg-compliance/,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2015,15.04.04.2002.EMAM.21.10.0.210119,10550,15.04.04.2002.EMAM.21.10.0.210119,1/19/2021,9/1/2021,,Withdrawn by Developer,Drummond Group,,Modernizing Medicine,1003,4850 Network Way Suite 200,Boca Raton,FL,33431,http://www.modmed.com,No,Ida Mantashi,Ida.mantashi@modmed.com,561-880-2988 x1524,EMA Mobile,1698,5.21,8253,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2900.EyeM.20.08.0.201231,10559,15.04.04.2900.EyeM.20.08.0.201231,12/31/2020,9/9/2021,,Withdrawn by Developer,Drummond Group,,"Eyefinity, Inc.",1901,3333 Quality Drive,Rancho Cordova,CA,95670,http://www.eyefinity.com,No,Rob Winchell,rob.winchell@eyefinity.com,916-858-5746,Eyefinity EHR Mobile powered by EMA,3551,5.2,8262,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2900.EyeM.21.09.0.201231,10560,15.04.04.2900.EyeM.21.09.0.201231,12/31/2020,9/9/2021,,Withdrawn by Developer,Drummond Group,,"Eyefinity, Inc.",1901,3333 Quality Drive,Rancho Cordova,CA,95670,http://www.eyefinity.com,No,Rob Winchell,rob.winchell@eyefinity.com,916-858-5746,Eyefinity EHR Mobile powered by EMA,3551,5.21,8263,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2900.EyeM.22.10.0.210217,10561,15.04.04.2900.EyeM.22.10.0.210217,2/17/2021,9/9/2021,,Withdrawn by Developer,Drummond Group,,"Eyefinity, Inc.",1901,3333 Quality Drive,Rancho Cordova,CA,95670,http://www.eyefinity.com,No,Rob Winchell,rob.winchell@eyefinity.com,916-858-5746,Eyefinity EHR Mobile powered by EMA,3551,5.22,8264,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2002.EMAM.22.11.0.210216,10568,15.04.04.2002.EMAM.22.11.0.210216,2/16/2021,9/1/2021,,Withdrawn by Developer,Drummond Group,,Modernizing Medicine,1003,4850 Network Way Suite 200,Boca Raton,FL,33431,http://www.modmed.com,No,Ida Mantashi,Ida.mantashi@modmed.com,561-880-2988 x1524,EMA Mobile,1698,5.22,8271,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015,15.04.04.2002.EMA5.21.10.0.210119,10549,15.04.04.2002.EMA5.21.10.0.210119,1/19/2021,10/17/2022,,Withdrawn by Developer,Drummond Group,,Modernizing Medicine,1003,4850 Network Way Suite 200,Boca Raton,FL,33431,http://www.modmed.com,No,Ida Mantashi,Ida.mantashi@modmed.com,561-880-2988 x1524,EMA,1697,5.21,8252,https://www.modmed.com/wp-content/uploads/2021/11/RWT_Test_Plan_ModMed_EMA_final.pdf,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
